Little Boy Blue	littleboyblue	#6CA0DC	Wikipedia
Little Girl Pink	littlegirlpink	#F8B9D4	Wikipedia
Liver	liver	#674C47	Wikipedia
Liver Chestnut	liverchestnut	#987456	Wikipedia
Livid	livid	#6699CC	Wikipedia
Lotion	lotion	#FEFDFA	Wikipedia
Lotion Blue	lotionblue	#15F2FD	Wikipedia
Lotion Pink	lotionpink	#ECCFCF	Wikipedia
Lumber	lumber	#FFE4CD	Wikipedia
Luminous Bright Orange	luminousbrightorange	#FFA421	RAL
Luminous Bright Red	luminousbrightred	#FF0000	RAL
Luminous Green	luminousgreen	#00F700	RAL
Luminous Orange	luminousorange	#FF2300	RAL
Luminous Red	luminousred	#F70000	RAL
Luminous Yellow	luminousyellow	#FFFF00	RAL
Lust	lust	#E62020	Wikipedia
MSU Green	msugreen	#18453B	Wikipedia
Maastricht Blue	maastrichtblue	#001C3D	Wikipedia
Macaroni And Cheese	macaroniandcheese	#FFBD88	Crayola
Madder Lake	madderlake	#CC3336	Crayola
Magenta	magenta	#FF00FF	CSS
Magenta Haze	magentahaze	#9F4576	Wikipedia
Magic Mint	magicmint	#AAF0D1	Wikipedia
Magnolia	magnolia	#F2E8D7	Wikipedia
Mahogany	mahogany	#C04000	Crayola
Mahogany Brown	mahoganybrown	#4C2F26	RAL
Maize	maize	#FBEC5D	Crayola
Maize Yellow	maizeyellow	#E29000	RAL
Majorelle Blue	majorelleblue	#6050DC	Wikipedia
Malachite	malachite	#0BDA51	Wikipedia
Manatee	manatee	#979AAA	Crayola
Mandarin	mandarin	#F37A48	Wikipedia
Mango	mango	#FDBE02	Wikipedia
Mango Green	mangogreen	#96FF00	Wikipedia
Mango Tango	mangotango	#FF8243	Crayola
Mantis	mantis	#74C365	Wikipedia
Mardi Gras	mardigras	#880085	Wikipedia
Marigold	marigold	#EAA221	Wikipedia
Maroon	maroon	#800000	CSS
Mauve	mauve	#E0B0FF	Wikipedia
Mauve Taupe	mauvetaupe	#915F6D	Wikipedia
Mauvelous	mauvelous	#EF98AA	Crayola
Maximum Blue	maximumblue	#47ABCC	Crayola
Maximum Blue Green	maximumbluegreen	#30BFBF	Crayola
Maximum Blue Purple	maximumbluepurple	#ACACE6	Crayola
Maximum Green	maximumgreen	#5E8C31	Crayola
Maximum Green Yellow	maximumgreenyellow	#D9E650	Crayola
Maximum Orange	maximumorange	#FF5B00	Wikipedia
Maximum Pink	maximumpink	#F6A5F2	Wikipedia
Maximum Purple	maximumpurple	#733380	Crayola
Maximum Red	maximumred	#D92121	Crayola
Maximum Red Purple	maximumredpurple	#A63A79	Crayola
Maximum Violet	maximumviolet	#892F77	Wikipedia
Maximum Yellow	maximumyellow	#FAFA37	Crayola
Maximum Yellow Red	maximumyellowred	#F2BA49	Crayola
May Green	maygreen	#4C9141	RAL
Maya Blue	mayablue	#73C2FB	Wikipedia
Medium Aquamarine	mediumaquamarine	#66CDAA	CSS
Medium Blue	mediumblue	#0000CD	CSS
Medium Candy Apple Red	mediumcandyapplered	#E2062C	Wikipedia
Medium Carmine	mediumcarmine	#AF4035	Wikipedia
Medium Champagne	mediumchampagne	#F3E5AB	Wikipedia
Medium Chrome Green	mediumchromegreen	#6CA67C	Crayola
Medium Electric Blue	mediumelectricblue	#035096	Wikipedia
Medium Green	mediumgreen	#037949	Wikipedia
Medium Jungle Green	mediumjunglegreen	#1C352D	Wikipedia
Medium Lavender Magenta	mediumlavendermagenta	#DDA0DD	Wikipedia
Medium Orange	mediumorange	#FF7802	Wikipedia
Medium Orchid	mediumorchid	#BA55D3	CSS
Medium Persian Blue	mediumpersianblue	#0067A5	Wikipedia
Medium Pink	mediumpink	#FE6E9F	Wikipedia
Medium Purple	mediumpurple	#9370DB	CSS
Medium Red	mediumred	#B10304	Wikipedia
Medium Red-violet	mediumredviolet	#BB3385	Wikipedia
Medium Rose	mediumrose	#D96CBE	Crayola
Medium Ruby	mediumruby	#AA4069	Wikipedia
Medium Sea Green	mediumseagreen	#3CB371	CSS
Medium Sky Blue	mediumskyblue	#80DAEB	Wikipedia
Medium Slate Blue	mediumslateblue	#7B68EE	CSS
Medium Spring Bud	mediumspringbud	#C9DC87	Wikipedia
Medium Spring Green	mediumspringgreen	#00FA9A	CSS
Medium Taupe	mediumtaupe	#674C47	Wikipedia
Medium Turquoise	mediumturquoise	#48D1CC	CSS
Medium Tuscan Red	mediumtuscanred	#79443B	Wikipedia
Medium Vermilion	mediumvermilion	#D9603B	Wikipedia
Medium Violet	mediumviolet	#8F47B3	Crayola
Medium Violet Red	mediumvioletred	#C71585	CSS
Medium Violet-red	mediumvioletred	#C71585	CSS
Medium Yellow	mediumyellow	#FFE302	Wikipedia
Mediumorchid	mediumorchid	#BA55D3	CSS
Mediumpurple	mediumpurple	#9370DB	CSS
Mediumsea Green	mediumseagreen	#3CB371	CSS
Mediumslate Blue	mediumslateblue	#7B68EE	CSS
Mediumspring Green	mediumspringgreen	#00FA9A	CSS
Mediumturquoise	mediumturquoise	#48D1CC	CSS
Mellow Apricot	mellowapricot	#F8B878	Wikipedia
Mellow Yellow	mellowyellow	#F8DE7E	Wikipedia
Melon	melon	#FEBAAD	Crayola
Melon Yellow	melonyellow	#FF9B00	RAL
Menthol	menthol	#C1F9A2	Wikipedia
Metallic Blue	metallicblue	#32527B	Wikipedia
Metallic Bronze	metallicbronze	#A97142	Wikipedia
Metallic Brown	metallicbrown	#AC4313	Wikipedia
Metallic Gold	metallicgold	#D3AF37	Wikipedia
Metallic Green	metallicgreen	#296E01	Wikipedia
Metallic Orange	metallicorange	#DA680F	Wikipedia
Metallic Pink	metallicpink	#EDA6C4	Wikipedia
Metallic Red	metallicred	#A62C2B	Wikipedia
Metallic Seaweed	metallicseaweed	#0A7E8C	Wikipedia
Metallic Silver	metallicsilver	#A8A9AD	Wikipedia
Metallic Sunburst	metallicsunburst	#9C7C38	Wikipedia
Metallic Violet	metallicviolet	#5B0A91	Wikipedia
Metallic Yellow	metallicyellow	#FDCC0D	Wikipedia
Mexican Pink	mexicanpink	#E4007C	Wikipedia
Microsoft Blue	microsoftblue	#00A2ED	Wikipedia
Microsoft Edge Blue	microsoftedgeblue	#0078D7	Wikipedia
Microsoft Green	microsoftgreen	#7DB700	Wikipedia
Microsoft Red	microsoftred	#F04E1F	Wikipedia
Microsoft Yellow	microsoftyellow	#FDB900	Wikipedia
Middle Blue	middleblue	#7ED4E6	Crayola
Middle Blue Green	middlebluegreen	#8DD9CC	Crayola
Middle Blue Purple	middlebluepurple	#8B72BE	Crayola
Middle Green	middlegreen	#4D8C57	Crayola
Middle Green Yellow	middlegreenyellow	#ACBF60	Crayola
Middle Grey	middlegrey	#8B8680	Wikipedia
Middle Purple	middlepurple	#D982B5	Crayola
Middle Red	middlered	#E58E73	Crayola
Middle Red Purple	middleredpurple	#A55353	Crayola
Middle Yellow	middleyellow	#FFEB00	Crayola
Middle Yellow Red	middleyellowred	#ECB176	Crayola
Midnight	midnight	#702670	Wikipedia
Midnight Blue	midnightblue	#191970	CSS
Midnight Green	midnightgreen	#004953	Wikipedia
Mikado Yellow	mikadoyellow	#FFC40C	Wikipedia
Milk	milk	#FDFFF5	Wikipedia
Milk Chocolate	milkchocolate	#84563C	Wikipedia
Mimi Pink	mimipink	#FFDAE9	Wikipedia
Mindaro	mindaro	#E3F988	Wikipedia
Ming	ming	#36747D	Wikipedia
Minion Yellow	minionyellow	#F5E050	Wikipedia
Mint	mint	#3EB489	Wikipedia
Mint Cream	mintcream	#F5FFFA	CSS
Mint Green	mintgreen	#98FF98	RAL
Mint Turquoise	mintturquoise	#478A84	RAL
Misty Moss	mistymoss	#BBB477	Wikipedia
Misty Rose	mistyrose	#FFE4E1	CSS
Mistyrose	mistyrose	#FFE4E1	CSS
Moccasin	moccasin	#FFE4B5	CSS
Mocha	mocha	#BEA493	Wikipedia
Mode Beige	modebeige	#967117	Wikipedia
Mona Lisa	monalisa	#FF948E	Wikipedia
Moonstone	moonstone	#3AA8C1	Wikipedia
Moonstone Blue	moonstoneblue	#73A9C2	Wikipedia
Mordant Red 19	mordantred	#AE0C00	Wikipedia
Morning Blue	morningblue	#8DA399	Wikipedia
Moss Green	mossgreen	#8A9A5B	RAL
Moss Grey	mossgrey	#7A7B6D	RAL
Mountain Meadow	mountainmeadow	#30BA8F	Crayola
Mountbatten Pink	mountbattenpink	#997A8D	Wikipedia
Mouse Grey	mousegrey	#6B716F	RAL
Mud	mud	#70543E	Wikipedia
Mughal Green	mughalgreen	#306030	Wikipedia
Mulberry	mulberry	#C54B8C	Crayola
Mummy's Tomb	mummystomb	#828E84	Wikipedia
Mustard	mustard	#FFDB58	Wikipedia
Mustard Brown	mustardbrown	#CD7A00	Wikipedia
Mustard Green	mustardgreen	#6E6E30	Wikipedia
Mustard Yellow	mustardyellow	#E1AD01	Wikipedia
Myrtle Green	myrtlegreen	#317873	Wikipedia
Mystic	mystic	#D65282	Wikipedia
Mystic Maroon	mysticmaroon	#AD4379	Wikipedia
Mystic Red	mysticred	#FF5500	Wikipedia
Nadeshiko Pink	nadeshikopink	#F6ADC6	Wikipedia
Napier Green	napiergreen	#2A8000	Wikipedia
Naples Yellow	naplesyellow	#FADA5E	Wikipedia
Navajo White	navajowhite	#FFDEAD	CSS
Navy	navy	#000080	CSS
Navy Blue	navyblue	#000080	Crayola
Navy Purple	navypurple	#9457EB	Wikipedia
Neon Blue	neonblue	#4666FF	Wikipedia
Neon Brown	neonbrown	#C3732A	Wikipedia
Neon Carrot	neoncarrot	#AAF0D1	Wikipedia
Neon Cyan	neoncyan	#00FEFC	Wikipedia
Neon Dark Green	neondarkgreen	#008443	Wikipedia
Neon Fuchsia	neonfuchsia	#FE4164	Wikipedia
Neon Gold	neongold	#CFAA01	Wikipedia
Neon Gray	neongray	#808080	Wikipedia
Neon Green	neongreen	#39FF14	Wikipedia
Neon Pink	neonpink	#FE347E	Wikipedia
Neon Purple	neonpurple	#9457EB	Wikipedia
Neon Red	neonred	#FF1818	Wikipedia
Neon Scarlet	neonscarlet	#FF2603	Wikipedia
Neon Silver	neonsilver	#CCCCCC	Wikipedia
Neon Tangerine	neontangerine	#F6890A	Wikipedia
Neon Yellow	neonyellow	#FFF700	Wikipedia
New Car	newcar	#214FC6	Wikipedia
New York Pink	newyorkpink	#D7837F	Wikipedia
Nickel	nickel	#727472	Wikipedia
Night Blue	nightblue	#2F2A5A	RAL
Nintendo Red	nintendored	#E4000F	Wikipedia
Non-photo Blue	nonphotoblue	#A4DDED	Wikipedia
Nut Brown	nutbrown	#5A3A29	RAL
Nyanza	nyanza	#E9FFDB	Wikipedia
OU Crimson Red	oucrimsonred	#841617	Wikipedia
Oatmeal	oatmeal	#D9DAD2	Crayola
Ocean Blue	oceanblue	#0B4151	RAL
Ocean Boat Blue	oceanboatblue	#0077BE	Wikipedia
Ochre	ochre	#CC7722	Wikipedia
Ochre Brown	ochrebrown	#9C6B30	RAL
Ochre Yellow	ochreyellow	#BA8F4C	RAL
Office Green	officegreen	#008000	Wikipedia
Old Burgundy	oldburgundy	#43302E	Wikipedia
Old Gold	oldgold	#CFB53B	Wikipedia
Old Heliotrope	oldheliotrope	#563C5C	Wikipedia
Old Lace	oldlace	#FDF5E6	CSS
Old Lavender	oldlavender	#796878	Wikipedia
Old Mauve	oldmauve	#673147	Wikipedia
Old Moss Green	oldmossgreen	#867E36	Wikipedia
Old Rose	oldrose	#C08081	Wikipedia
Old Silver	oldsilver	#848482	Wikipedia
Oldlace	oldlace	#FDF5E6	CSS
Olive	olive	#808000	CSS
Olive Brown	olivebrown	#6F4F28	RAL
Olive Drab	olivedrab	#6B8E23	CSS
Olive Green	olivegreen	#B5B35C	RAL
Olive Grey	olivegrey	#817F68	RAL
Olive Yellow	oliveyellow	#A08F65	RAL
Olive-drab/brown Olive	brownolive	#3E3C32	RAL
Olivedrab	olivedrab	#6B8E23	CSS
Olivine	olivine	#9AB973	Wikipedia
Onyx	onyx	#353839	Wikipedia
Opal	opal	#A8C3BC	Wikipedia
Opal Green	opalgreen	#005D52	RAL
Opera Mauve	operamauve	#B784A7	Wikipedia
Orange	orange	#FFA500	CSS
Orange Brown	orangebrown	#A65E2F	RAL
Orange Iced Tea	orangeicedtea	#FF6700	Wikipedia
Orange Peel	orangepeel	#FF9F00	Wikipedia
Orange Red	orangered	#FF4500	CSS
Orange Soda	orangesoda	#FA5B3D	Wikipedia
Orange-yellow	orangeyellow	#F5BD1F	Crayola
Orchid	orchid	#DA70D6	CSS
Orchid Pink	orchidpink	#F2BDCD	Wikipedia
Orient Red	orientred	#AC323B	RAL
Orioles Orange	oriolesorange	#FB4F14	Wikipedia
Otter Brown	otterbrown	#654321	Wikipedia
Outer Space	outerspace	#2D383A	Crayola
Outrageous Orange	outrageousorange	#FF6E4A	Wikipedia
Oxblood	oxblood	#4A0000	Wikipedia
Oxford Blue	oxfordblue	#002147	Wikipedia
Oxide Red	oxidered	#703731	RAL
Oxley	oxley	#6D9A79	Wikipedia
Oyster White	oysterwhite	#E3D9C6	RAL
Pacific Blue	pacificblue	#1CA9C9	Crayola
Pakistan Green	pakistangreen	#006600	Wikipedia
Palatinate Blue	palatinateblue	#273BE2	Wikipedia
Palatinate Purple	palatinatepurple	#682860	Wikipedia
Pale Aqua	paleaqua	#BED3E5	Wikipedia
Pale Blue	paleblue	#AFEEEE	Wikipedia
Pale Brown	palebrown	#755C49	RAL
Pale Carmine	palecarmine	#AF4035	Wikipedia
Pale Cerulean	palecerulean	#9BC4E2	Wikipedia
Pale Chestnut	palechestnut	#DDADAF	Wikipedia
Pale Copper	palecopper	#DA8A67	Wikipedia
Pale Cornflower Blue	palecornflowerblue	#ABCDEF	Wikipedia
Pale Cyan	palecyan	#87D3F8	Wikipedia
Pale Dogwood	paledogwood	#ED7A9B	Wikipedia
Pale Gold	palegold	#E6BE8A	Wikipedia
Pale Goldenrod	palegoldenrod	#EEE8AA	CSS
Pale Green	palegreen	#98FB98	CSS
Pale Lavender	palelavender	#DCD0FF	Wikipedia
Pale Magenta	palemagenta	#F984E5	Wikipedia
Pale Pink	palepink	#FADADD	Wikipedia
Pale Plum	paleplum	#DDA0DD	Wikipedia
Pale Purple	palepurple	#FAE6FA	Wikipedia
Pale Robin Egg Blue	palerobineggblue	#96DED1	Wikipedia
Pale Silver	palesilver	#C9C0BB	Wikipedia
Pale Spring Bud	palespringbud	#ECEBBD	Wikipedia
Pale Taupe	paletaupe	#BC987E	Wikipedia
Pale Turquoise	paleturquoise	#AFEEEE	CSS
Pale Violet	paleviolet	#CC99FF	Wikipedia
Pale Violet Red	palevioletred	#DB7093	CSS
Palegoldenrod	palegoldenrod	#EEE8AA	CSS
Paleturquoise	paleturquoise	#AFEEEE	CSS
Pansy Purple	pansypurple	#78184A	Wikipedia
Paolo Veronese Green	paoloveronesegreen	#009B7D	Wikipedia
Papaya Whip	papayawhip	#FFEFD5	CSS
Papyrus White	papyruswhite	#CFD3CD	RAL
Paradise Pink	paradisepink	#E63E62	Wikipedia
Parchment	parchment	#F1E9D2	Wikipedia
Paris Green	parisgreen	#50C878	Wikipedia
Pastel Blue	pastelblue	#6A93B0	RAL
Pastel Brown	pastelbrown	#836953	Wikipedia
Pastel Gray	pastelgray	#CFCFC4	Wikipedia
Pastel Green	pastelgreen	#B7D9B1	RAL
Pastel Magenta	pastelmagenta	#F49AC2	Wikipedia
Pastel Orange	pastelorange	#FA842B	RAL
Pastel Pink	pastelpink	#DEA5A4	Wikipedia
Pastel Purple	pastelpurple	#B39EB5	Wikipedia
Pastel Red	pastelred	#FF6961	Wikipedia
Pastel Turquoise	pastelturquoise	#7FB0B2	RAL
Pastel Violet	pastelviolet	#A38995	RAL
Pastel Yellow	pastelyellow	#EB9C52	RAL
Patina Green	patinagreen	#327662	RAL
Patriarch	patriarch	#800080	Wikipedia
Paua	paua	#1F005E	Wikipedia
Payne's Grey	paynesgrey	#536878	Wikipedia
Peach	peach	#FFE5B4	Crayola
Peach Puff	peachpuff	#FFDAB9	CSS
Peachpuff	peachpuff	#FFDAB9	CSS
Pear	pear	#D1E231	Wikipedia
Pearl	pearl	#EAE0C8	Wikipedia
Pearl Aqua	pearlaqua	#88D8C0	Wikipedia
Pearl Beige	pearlbeige	#908370	RAL
Pearl Blackberry	pearlblackberry	#6B6880	RAL
Pearl Copper	pearlcopper	#773C27	RAL
Pearl Dark Grey	pearldarkgrey	#7E8182	RAL
Pearl Gentian Blue	pearlgentianblue	#296478	RAL
Pearl Gold	pearlgold	#80643F	RAL
Pearl Green	pearlgreen	#1B542C	RAL
Pearl Light Grey	pearllightgrey	#9C9C9C	RAL
Pearl Mouse Grey	pearlmousegrey	#888175	RAL
Pearl Night Blue	pearlnightblue	#102C54	RAL
Pearl Opal Green	pearlopalgreen	#005D4C	RAL
Pearl Orange	pearlorange	#954527	RAL
Pearl Pink	pearlpink	#B24C43	RAL
Pearl Ruby Red	pearlrubyred	#711521	RAL
Pearl Violet	pearlviolet	#8773A1	RAL
Pearly Purple	pearlypurple	#B768A2	Wikipedia
Pebble Grey	pebblegrey	#B9B9A8	RAL
Peridot	peridot	#E6E200	Wikipedia
Periwinkle	periwinkle	#CCCCFF	Crayola
Permanent Geranium Lake	permanentgeraniumlake	#E12C2C	Crayola
Persian Blue	persianblue	#1C39BB	Wikipedia
Persian Green	persiangreen	#00A693	Wikipedia
Persian Indigo	persianindigo	#32127A	Wikipedia
Persian Orange	persianorange	#D99058	Wikipedia
Persian Pink	persianpink	#F77FBE	Wikipedia
Persian Plum	persianplum	#701C1C	Wikipedia
Persian Red	persianred	#CC3333	Wikipedia
Persian Rose	persianrose	#FE28A2	Wikipedia
Persimmon	persimmon	#EC5800	Wikipedia
Peru	peru	#CD853F	CSS
Petal	petal	#F5E2E2	Wikipedia
Pewter Blue	pewterblue	#8BA8B7	Wikipedia
Philippine Blue	philippineblue	#0038A7	Wikipedia
Philippine Bronze	philippinebronze	#6E3A07	Wikipedia
Philippine Brown	philippinebrown	#5D1916	Wikipedia
Philippine Gold	philippinegold	#B17304	Wikipedia
Philippine Golden Yellow	philippinegoldenyellow	#FFDF00	Wikipedia
Philippine Gray	philippinegray	#8C8C8C	Wikipedia
Philippine Green	philippinegreen	#008543	Wikipedia
Philippine Indigo	philippineindigo	#00416A	Wikipedia
Philippine Orange	philippineorange	#FF7300	Wikipedia
Philippine Pink	philippinepink	#FA1A8E	Wikipedia
Philippine Red	philippinered	#CE1127	Wikipedia
Philippine Silver	philippinesilver	#B3B3B3	Wikipedia
Philippine Sky Blue	philippineskyblue	#0066FF	Wikipedia
Philippine Violet	philippineviolet	#81007F	Wikipedia
Philippine Yellow	philippineyellow	#FECB00	Wikipedia
Phlox	phlox	#DF00FF	Wikipedia
Phthalo Blue	phthaloblue	#000F89	Wikipedia
Phthalo Green	phthalogreen	#123524	Wikipedia
Picotee Blue	picoteeblue	#2E2787	Wikipedia
Picton Blue	pictonblue	#45B1E8	Wikipedia
Pictorial Carmine	pictorialcarmine	#C30B4E	Wikipedia
Pigeon Blue	pigeonblue	#6C7C98	RAL
Piggy Pink	piggypink	#FDDDE6	Crayola
Pine Green	pinegreen	#01796F	RAL
Pineapple	pineapple	#563C0D	Wikipedia
Pink	pink	#FFC0CB	CSS
Pink Flamingo	pinkflamingo	#FC74FD	Crayola
Pink Lace	pinklace	#FFDDF4	Wikipedia
Pink Lavender	pinklavender	#D8B2D1	Wikipedia
Pink Pearl	pinkpearl	#E7ACCF	Wikipedia
Pink Sherbert	pinksherbert	#F7A38E	Crayola
Pink Sherbet	pinksherbet	#F78FA7	Wikipedia
Pistachio	pistachio	#93C572	Wikipedia
Platinum	platinum	#E5E4E2	Wikipedia
Platinum Grey	platinumgrey	#9A9697	RAL
Plum	plum	#DDA0DD	CSS
Plump Purple	plumppurple	#5946B2	Wikipedia
Poison Purple	poisonpurple	#7F01FE	Wikipedia
Police Blue	policeblue	#374F6B	Wikipedia
Polished Pine	polishedpine	#5DA493	Wikipedia
Pomp And Power	pompandpower	#86608E	Wikipedia
Popstar	popstar	#BE4F62	Wikipedia
Portland Orange	portlandorange	#FF5A36	Wikipedia
Powder Blue	powderblue	#B0E0E6	CSS
Prairie Gold	prairiegold	#E1CA7A	Wikipedia
Princeton Orange	princetonorange	#F58025	Wikipedia
Prune	prune	#701C1C	Wikipedia
Prussian Blue	prussianblue	#003153	Wikipedia
Psychedelic Purple	psychedelicpurple	#DF00FF	Wikipedia
Puce	puce	#CC8899	Wikipedia
Puce Red	pucered	#722F37	Wikipedia
Pullman Brown	pullmanbrown	#644117	Wikipedia
Pumpkin	pumpkin	#FF7518	Wikipedia
Pure Green	puregreen	#25E712	RAL
Pure Orange	pureorange	#E75B12	RAL
Pure Red	purered	#E72512	RAL
Pure White	purewhite	#F7F9EF	RAL
Purple	purple	#800080	CSS
Purple Heart	purpleheart	#652DC1	Crayola
Purple Mountain Majesty	purplemountainmajesty	#9678B6	Wikipedia
Purple Mountains' Majesty	purplemountainsmajesty	#D6AEDD	Crayola
Purple Navy	purplenavy	#4E5180	Wikipedia
Purple Pizzazz	purplepizzazz	#FE4EDA	Wikipedia
Purple Plum	purpleplum	#9C51B6	Wikipedia
Purple Red	purplered	#701F29	RAL
Purple Taupe	purpletaupe	#50404D	Wikipedia
Purple Violet	purpleviolet	#4A203B	RAL
Purpureus	purpureus	#9A4EAE	Wikipedia
Quartz	quartz	#51484F	Wikipedia
Quartz Grey	quartzgrey	#6B695F	RAL
Queen Blue	queenblue	#436B95	Wikipedia
Queen Pink	queenpink	#E8CCD7	Wikipedia
Quick Silver	quicksilver	#A6A6A6	Wikipedia
Quinacridone Magenta	quinacridonemagenta	#8E3A59	Wikipedia
Quincy	quincy	#6A5445	Wikipedia
RAL Orange	ralorange	#FA4402	RAL
Rackley	rackley	#5D8AA8	Wikipedia
Radical Red	radicalred	#FF355E	Wikipedia
Raisin Black	raisinblack	#242124	Wikipedia
Rajah	rajah	#FBAB60	Wikipedia
Raspberry	raspberry	#E30B5D	Wikipedia
Raspberry Glacé	raspberryglace	#915F6D	Wikipedia
Raspberry Red	raspberryred	#B42041	RAL
Raspberry Rose	raspberryrose	#B3446C	Wikipedia
Raw Sienna	rawsienna	#D68A59	Crayola
Raw Umber	rawumber	#826644	Crayola
Razzle Dazzle Rose	razzledazzlerose	#FF33CC	Wikipedia
Razzmatazz	razzmatazz	#E3256B	Crayola
Razzmic Berry	razzmicberry	#8D4E85	Wikipedia
Rebecca Purple	rebeccapurple	#663399	CSS
Red	red	#FF0000	CSS
Red Brown	redbrown	#673831	RAL
Red Cola	redcola	#DF0118	Wikipedia
Red Lilac	redlilac	#8A5A83	RAL
Red Rum	redrum	#973A4A	Wikipedia
Red Salsa	redsalsa	#FD3A4A	Wikipedia
Red Strawberry	redstrawberry	#EC0304	Wikipedia
Red-orange	redorange	#FF5349	RAL
Red-purple	redpurple	#E40078	Wikipedia
Red-violet	redviolet	#C71585	RAL
Redwood	redwood	#A45A52	Wikipedia
Reed Green	reedgreen	#797C5A	RAL
Registration Black	registrationblack	#000000	Wikipedia
Reseda Green	resedagreen	#68825B	RAL
Resolution Blue	resolutionblue	#002387	Wikipedia
Rhythm	rhythm	#777696	Wikipedia
Rich Black	richblack	#004040	Wikipedia
Rich Brilliant Lavender	richbrilliantlavender	#F1A7FE	Wikipedia
Rich Carmine	richcarmine	#D70040	Wikipedia
Rich Electric Blue	richelectricblue	#0892D0	Wikipedia
Rich Lavender	richlavender	#A76BCF	Wikipedia
Rich Lilac	richlilac	#B666D2	Wikipedia
Rich Maroon	richmaroon	#B03060	Wikipedia
Rifle Green	riflegreen	#444C38	Wikipedia
Ripe Mango	ripemango	#FFC324	Wikipedia
Roast Coffee	roastcoffee	#704241	Wikipedia
Robin Egg Blue	robineggblue	#00CCCC	Wikipedia
Robin's Egg Blue	robinseggblue	#00CCCC	Crayola
Rocket Metallic	rocketmetallic	#8A7F80	Wikipedia
Rojo Spanish Red	rojospanishred	#A91101	Wikipedia
Roman Silver	romansilver	#838996	Wikipedia
Root Beer	rootbeer	#290E05	Wikipedia
Rose	rose	#FF007F	RAL
Rose Bonbon	rosebonbon	#F9429E	Wikipedia
Rose Dust	rosedust	#9E5E6F	Wikipedia
Rose Ebony	roseebony	#674846	Wikipedia
Rose Madder	rosemadder	#E32636	Wikipedia
Rose Pink	rosepink	#FF66CC	Wikipedia
Rose Pompadour	rosepompadour	#ED7A9B	Wikipedia
Rose Red	rosered	#C21E56	Wikipedia
Rose Taupe	rosetaupe	#905D5D	Wikipedia
Rose Vale	rosevale	#AB4E52	Wikipedia
Rosewood	rosewood	#65000B	Wikipedia
Rosso Corsa	rossocorsa	#D40000	Wikipedia
Rosy Brown	rosybrown	#BC8F8F	CSS
Royal Azure	royalazure	#0038A8	Wikipedia
Royal Blue	royalblue	#4169E1	CSS
Royal Brown	royalbrown	#523B35	Wikipedia
Royal Fuchsia	royalfuchsia	#CA2C92	Wikipedia
Royal Green	royalgreen	#136207	Wikipedia
Royal Orange	royalorange	#F99245	Wikipedia
Royal Pink	royalpink	#E73895	Wikipedia
Royal Purple	royalpurple	#7851A9	Crayola
Royal Red	royalred	#9B1C31	Wikipedia
Royal Yellow	royalyellow	#FADA5E	Wikipedia
Ruber	ruber	#CE4676	Wikipedia
Rubine Red	rubinered	#D10056	Wikipedia
Ruby	ruby	#E0115F	Wikipedia
Ruby Red	rubyred	#9B111E	RAL
Rufous	rufous	#A81C07	Wikipedia
Rum	rum	#9A4E40	Wikipedia
Russet	russet	#80461B	Wikipedia
Russian Green	russiangreen	#679267	Wikipedia
Russian Violet	russianviolet	#32174D	Wikipedia
Rust	rust	#B7410E	Wikipedia
Rusty Red	rustyred	#DA2C43	Wikipedia
Sacramento State Green	sacramentostategreen	#043927	Wikipedia
Saddle Brown	saddlebrown	#8B4513	CSS
Safety Orange	safetyorange	#FF7800	Wikipedia
Safety Yellow	safetyyellow	#EED202	Wikipedia
Saffron	saffron	#F4C430	Wikipedia
Saffron Yellow	saffronyellow	#F6A950	RAL
Sage	sage	#BCB88A	Wikipedia
Salem	salem	#177B4D	Wikipedia
Salmon	salmon	#FA8072	CSS
Salmon Orange	salmonorange	#DB6A50	RAL
Salmon Pink	salmonpink	#FF91A4	RAL
Salmon Rose	salmonrose	#E7968B	Wikipedia
Samsung Blue	samsungblue	#12279E	Wikipedia
Sand	sand	#C2B280	Wikipedia
Sand Dune	sanddune	#967117	Wikipedia
Sand Yellow	sandyellow	#D2AA6D	RAL
Sandy Brown	sandybrown	#F4A460	CSS
Sandy Taupe	sandytaupe	#967117	Wikipedia
Sap Green	sapgreen	#507D2A	Wikipedia
Sapphire	sapphire	#0F52BA	Wikipedia
Sapphire Blue	sapphireblue	#0067A5	RAL
Satin Sheen Gold	satinsheengold	#CBA135	Wikipedia
Scarlet	scarlet	#FF2400	Crayola
Schauss Pink	schausspink	#FF91AF	Wikipedia
School Bus Yellow	schoolbusyellow	#FFD800	Wikipedia
Screamin' Green	screamingreen	#66FF66	Wikipedia
Sea Blue	seablue	#006994	Wikipedia
Sea Green	seagreen	#2E8B57	CSS
Seal Brown	sealbrown	#59260B	Wikipedia
Seance	seance	#612086	Wikipedia
Seashell	seashell	#FFF5EE	CSS
Secret	secret	#764374	Wikipedia
Selective Yellow	selectiveyellow	#FFBA00	Wikipedia
Sepia	sepia	#704214	Crayola
Sepia Brown	sepiabrown	#49392D	RAL
Shadow	shadow	#8A795D	Crayola
Shadow Blue	shadowblue	#778BA5	Wikipedia
Shampoo	shampoo	#FFCFF1	Wikipedia
Shamrock	shamrock	#33CC99	Crayola
Shamrock Green	shamrockgreen	#009E60	Wikipedia
Shandy	shandy	#FFE670	Wikipedia
Sheen Green	sheengreen	#8FD400	Wikipedia
